date,price,produccion,importaciones,exportaciones_totales,consumo_nacional_aparente,inventario_inicial,inventario_final,oferta_total,demanda_total,net_exports,supply_demand_ratio,demand_pressure,excess_supply,inventory_to_consumption,inventory_months,production_share,month_sin,month_cos,return_1d,lag_ret_1,lag_ret_2,lag_ret_5,lag_ret_10,ma_ratio_5,ma_ratio_20,std_norm_5,ema_ratio_10,return_5d,volatility_20,next_return,target_price
2000-10-02,300.8838017794728,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,,,,,,,,,1.0,,,-0.004579407679892067,299.5059321868487
2000-10-03,299.5059321868487,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.004579407679892067,,,,,,,,0.997934063122086,,,0.0011689731890343058,299.8560465915319
2000-10-04,299.8560465915319,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.0011689731890343058,-0.004579407679892067,,,,,,,0.9994619710319801,,,0.001129943502824915,300.19486698316075
2000-10-05,300.19486698316075,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.001129943502824915,0.0011689731890343058,-0.004579407679892067,,,,,,1.0003964201893023,,,0.0015048908954100604,300.64662750533256
2000-10-06,300.64662750533256,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.0015048908954100604,0.001129943502824915,0.0011689731890343058,,,1.0014295387856444,,0.0018709473425904428,1.0013551817833444,,,-0.002817430503381013,299.7995765262604
2000-10-09,299.7995765262604,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.002817430503381013,0.0015048908954100604,0.001129943502824915,,,0.9993298899212433,,0.0014549833220429968,0.9989143079324373,-0.0036034683382757393,,0.0004897344132606118,299.94639869596625
2000-10-10,299.94639869596625,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.0004897344132606118,-0.002817430503381013,0.0015048908954100604,-0.004579407679892067,,0.9995257916644713,,0.0011555373204845234,0.9995471755335,0.0014706436894302843,,-0.002183899390014399,299.29134593881713
2000-10-11,299.29134593881713,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.002183899390014399,0.0004897344132606118,-0.002817430503381013,0.0011689731890343058,,0.997718425035579,,0.0016692729118128091,0.9979626858062722,-0.0018832391713747842,,0.0033962264150944055,300.3078071137037
2000-10-12,300.3078071137037,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.0033962264150944055,-0.002183899390014399,0.0004897344132606118,0.001129943502824915,,1.0010315255283746,,0.0017126361143147589,1.0010575355970903,0.00037622272385240407,,-0.0011658518239939797,299.95769270902053
2000-10-13,299.95769270902053,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.0011658518239939797,0.0033962264150944055,-0.002183899390014399,0.0015048908954100604,,1.0003239122574423,,0.001230074840739565,0.999913460327622,-0.002291510142749864,,-0.001167212620957092,299.6075783043374
2000-10-16,299.6075783043374,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.001167212620957092,-0.0011658518239939797,0.0033962264150944055,-0.002817430503381013,,0.9992842882434927,,0.0012899531538201096,0.9990021984586851,-0.0006404219250329968,,-0.0004900482509047066,299.46075613463154
2000-10-17,299.46075613463154,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.0004900482509047066,-0.001167212620957092,-0.0011658518239939797,0.0004897344132606118,-0.004579407679892067,0.999118258824948,,0.0013620627492918053,0.9988094573527039,-0.0016190978236313436,,0.0006411465208373546,299.65275435655457
2000-10-18,299.65275435655457,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.0006411465208373546,-0.0004900482509047066,-0.001167212620957092,-0.002183899390014399,0.0011689731890343058,0.9995177963292246,,0.0011273758569291838,0.9995577721907635,0.0012075471698114182,,-0.0009422584049448846,299.3704040301972
2000-10-19,299.3704040301972,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.0009422584049448846,0.0006411465208373546,-0.0004900482509047066,0.0033962264150944055,0.001129943502824915,0.9992008504157841,,0.0007513988432572593,0.9988834120508514,-0.003121474238435451,,0.008412872071528188,301.888968941305
2000-10-20,301.888968941305,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.008412872071528188,-0.0009422584049448846,0.0006411465208373546,-0.0011658518239939797,0.0015048908954100604,1.0063096708128785,,0.0035250554194060273,1.0058851123029706,0.006438495425279633,,-0.004638982416760085,300.48851132257244
2000-10-23,300.48851132257244,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.004638982416760085,0.008412872071528188,-0.0009422584049448846,-0.001167212620957092,-0.002817430503381013,1.001053502897133,,0.0035165053403679886,1.0009876833786333,0.0029402895054284617,,-0.0027437420130799195,299.66404836960885
2000-10-24,299.66404836960885,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.0027437420130799195,-0.004638982416760085,0.008412872071528188,-0.0004900482509047066,0.0004897344132606118,0.9981716676197067,,0.003423535469246211,0.9985714461114837,0.0006788610220629376,,0.006859382655560964,301.71955874549053
2000-10-25,301.71955874549053,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.006859382655560964,-0.0027437420130799195,-0.004638982416760085,0.0006411465208373546,-0.002183899390014399,1.0036366095378348,,0.0038193089220046423,1.004403580749481,0.006897331524197137,,0.002657682949654072,302.52143367234555
2000-10-26,302.52143367234555,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.002657682949654072,0.006859382655560964,-0.0027437420130799195,-0.0009422584049448846,0.0033962264150944055,1.004198845317538,,0.0038193800420954515,1.0057503651053676,0.010525521560342588,,7.466587023063909e-05,302.5440216984541
2000-10-27,302.5440216984541,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,7.466587023063909e-05,0.002657682949654072,0.006859382655560964,0.008412872071528188,-0.0011658518239939797,1.0038372755343707,1.0072532158179515,0.004217365086822147,1.0047416777818392,0.0021698466142912043,,-0.00298641182619086,301.6405006541105
2000-10-30,301.6405006541105,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.00298641182619086,7.466587023063909e-05,0.002657682949654072,-0.004638982416760085,-0.001167212620957092,1.0000748895379314,1.0041186610497979,0.0038882899231740486,1.0014193337659882,0.003833721716905769,0.003380603902722436,-0.003482102740751891,300.59015744006103
2000-10-31,300.59015744006103,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.003482102740751891,-0.00298641182619086,7.466587023063909e-05,-0.0027437420130799195,-0.0004900482509047066,0.9959808999191689,1.0004416753592136,0.0026664247112515613,0.9983121976860719,0.0030904910865714452,0.0033082632522357055,0.007965433026488888,302.9844882075716
2000-11-01,302.9844882075716,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.007965433026488888,-0.003482102740751891,-0.00298641182619086,0.006859382655560964,0.0006411465208373546,1.0030734946606443,1.0078859079313673,0.0031477046340119895,1.0051079818353796,0.004192401272693269,0.0037359766112110625,-0.0009505349088604342,302.6964908746871
2000-11-02,302.6964908746871,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.0009505349088604342,0.007965433026488888,-0.003482102740751891,0.002657682949654072,-0.0009422584049448846,1.0020038956329282,1.006509082954427,0.0032308371291278957,1.003388831142104,0.000578660494287897,0.003747214061979342,-0.0009514392851146525,302.40849354180256
2000-11-03,302.40849354180256,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.0009514392851146525,-0.0009505349088604342,0.007965433026488888,7.466587023063909e-05,0.008412872071528188,1.0011403787553046,1.0052569879645856,0.003187912075672103,1.0019877540358506,-0.00044796177392869563,0.0037500952569209734,-0.001008365700627456,302.1035551893366
2000-11-06,302.1035551893366,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.001008365700627456,-0.0009514392851146525,-0.0009505349088604342,-0.00298641182619086,-0.004638982416760085,0.9998243233646188,1.0038589028256402,0.0030949596727395984,1.0007985664635353,0.0015351205631271014,0.0036923463205149804,0.0048973793412838695,303.58307089944924
2000-11-07,303.58307089944924,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.0048973793412838695,-0.001008365700627456,-0.0009514392851146525,-0.003482102740751891,-0.0027437420130799195,1.0027343910291082,1.0081660323434518,0.0018678966862709142,1.0046540572618037,0.00995679128311111,0.003827711982676518,0.0014880952380953438,304.03483142162105
2000-11-08,304.03483142162105,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.0014880952380953438,0.0048973793412838695,-0.001008365700627456,0.007965433026488888,0.006859382655560964,1.003530249428711,1.0088716621179372,0.002677350195120128,1.0050213574417428,0.0034666567264323156,0.003774355483957363,-0.003937592867756412,302.83766603786574
2000-11-09,302.83766603786574,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.003937592867756412,0.0014880952380953438,0.0048973793412838695,-0.0009505349088604342,0.002657682949654072,0.9994856082123765,1.0044775182879602,0.002657360839255626,1.0008697944439535,0.00046639180642871203,0.003863365419138075,0.0016409338405312113,303.33460261225474
2000-11-10,303.33460261225474,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.0016409338405312113,-0.003937592867756412,0.0014880952380953438,-0.0009514392851146525,7.466587023063909e-05,1.0005140775288517,1.0055626431493752,0.0024410104600156414,1.0020533475081965,0.0030624439796833602,0.0038534401870241363,0.001898875567800884,303.9105972780237
2000-11-13,303.9105972780237,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.001898875567800884,0.0016409338405312113,-0.003937592867756412,-0.001008365700627456,-0.00298641182619086,1.0012204106235254,1.006754032918077,0.0015776255603151177,1.003233064467357,0.00598153201988838,0.0038417903969092397,0.001523653796127622,304.3736518132498
2000-11-14,304.3736518132498,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.001523653796127622,0.001898875567800884,0.0016409338405312113,0.0048973793412838695,-0.003482102740751891,1.0022238585060725,1.0074681614827536,0.002003435698868976,1.003891106344641,0.0026041666666662966,0.0038347826666668347,-0.002820037105751294,303.51530682112343
2000-11-15,303.51530682112343,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.002820037105751294,0.001523653796127622,0.001898875567800884,0.0014880952380953438,0.007965433026488888,0.999739593021093,1.0039852693535867,0.0019166213082813192,1.00086692729135,-0.0017087667161963527,0.003920465634734394,0.0033489618218349726,304.53176799600993
2000-11-16,304.53176799600993,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.0033489618218349726,-0.002820037105751294,0.001523653796127622,-0.003937592867756412,-0.0009505349088604342,1.0019694548697557,1.0064883861340954,0.0017108088702989803,1.003448255400933,0.005594092638173898,0.003946201232964629,-0.002633140483607632,303.729893069155
2000-11-17,303.729893069155,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.002633140483607632,0.0033489618218349726,-0.002820037105751294,0.0016409338405312113,-0.0009514392851146525,0.9990712534363624,1.0035328700581099,0.0014137408143113151,1.0006592559710183,0.0013031498994711121,0.0035908277725001407,0.016342542669096183,308.6936118065177
2000-11-20,308.6936118065177,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.016342542669096183,-0.002633140483607632,0.0033489618218349726,0.001898875567800884,-0.001008365700627456,1.0122135934554695,1.0185525058087213,0.006884697026037896,1.013874174832963,0.01573822884536802,0.0048963999637399785,0.016079758529223387,313.65733054388033
2000-11-21,313.65733054388033,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.016079758529223387,0.016342542669096183,-0.002633140483607632,0.001523653796127622,0.0048973793412838695,1.0222659025070766,1.0325468646594738,0.013893820077816324,1.0245522292010085,0.03050092764378487,0.005793208226869286,-0.004536943684286587,312.2342848990391
2000-11-22,312.2342848990391,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.004536943684286587,0.016079758529223387,0.016342542669096183,-0.002820037105751294,0.0014880952380953438,1.0118770931317826,1.0260864078624807,0.01423836044950816,1.0162244940413574,0.028726650293964262,0.005880989922379449,0.0019894378933662527,312.85545561702537
2000-11-23,312.85545561702537,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.0019894378933662527,-0.004536943684286587,0.016079758529223387,0.0033489618218349726,-0.003937592867756412,1.0084495556793318,1.0263849212083487,0.013107876770043153,1.0148780147698064,0.027332739949562423,0.005877342553830157,0.005017869390996577,314.42532343157234
2000-11-24,314.42532343157234,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.005017869390996577,0.0019894378933662527,-0.004536943684286587,-0.002633140483607632,0.0016409338405312113,1.0065694565464978,1.0295286873879037,0.007049359623930204,1.0162792173272024,0.035213624363217066,0.005909371817805656,0.004849137931034475,315.9500151939022
2000-11-27,315.9500151939022,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.004849137931034475,0.005017869390996577,0.0019894378933662527,0.016342542669096183,0.001898875567800884,1.0067730001295578,1.0321031106979008,0.004579659091903615,1.0172837312870047,0.02350681423214107,0.00582439927216184,0.004218051831992753,317.282708734309
2000-11-28,317.282708734309,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.004218051831992753,0.004849137931034475,0.005017869390996577,0.016079758529223387,0.001523653796127622,1.0086890955441457,1.0336384123625995,0.006625696906153757,1.0175821745444729,0.01155840414806275,0.005672067344019911,-0.0022069554693339155,316.58247992494273
