section,section_slug,link_text,cycle_start,cycle_end,year,month_number,month_name_es,document_date,url,is_pdf,parent_page
ACUERDOS,acuerdos,"Precio de referencia del azúcar base estándar para el pago de la caña de azúcar, zafra 2015/2016.",2015,2016,,,,,"https://dof.gob.mx/nota_detalle.php?codigo=5413779&fecha=30/10/2015#:~:text=pdf)%3B%20as%C3%AD%20como%20de,de%20%24%208%2C130.65%20pesos%20por%20tonelada.",False,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,"Minuta del 6 de junio de 2018 del Grupo de Aumento en la Inversión y el Empleo de la Junta Directiva del CONADESUCA, en la que se da a conocer el precio de referencia del azúcar base estándar para la liquidación final del pago de la caña de azúcar de la zafra 2017/2018, calculado por el CONADESUCA.",2017,2018,,,,,https://www.gob.mx/cms/uploads/attachment/file/336179/Minuta_6_jun_18_precio_referencia.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Acuerdo preliquidación zafra 2017/2018.,2017,2018,,,,,https://www.gob.mx/cms/uploads/attachment/file/268984/Acuerdo_precio_de_referencia_preliquidaci_n_2017-18.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,"Precio de referencia del azúcar base estándar para el pago de la caña de azúcar, zafra 2017/2018.",2017,2018,,,,,https://www.gob.mx/cms/uploads/attachment/file/268980/Aviso_precio_de_referencia_2017-2018.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Acuerdo de concertación para la liquidación final para el pago de la caña de azúcar de la zafra 2017/2018,2017,2018,,,,,https://www.gob.mx/cms/uploads/attachment/file/334308/Acuerdo_Liquidacion_17-18.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,"Acuerdo para la liquidación final, zafra 2018/2019",2018,2019,,,,,https://www.gob.mx/cms/uploads/attachment/file/469138/Acuerdo_precio_liquidaci_n_2018-2019.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Acuerdo para la preliquidación de la caña de la zafra 2018/2019,2018,2019,,,,,https://www.gob.mx/cms/uploads/attachment/file/402677/Minuta_Acuerdo_PrRef_2018-19_181016.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,AVISO por el que se da a conocer el precio de referencia del azúcar base estándar para el pago de la caña de azúcar de la zafra 2022/2023,2022,2023,,,,,https://dof.gob.mx/nota_detalle.php?codigo=5670167&fecha=31/10/2022#gsc.tab=0,False,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Minuta del 16-10-12.,,,,,,,http://www.gob.mx/cms/uploads/attachment/file/115877/PRECIO_PRE-LIQUIDACION_CANA_ZAFRA_12-13.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Acuerdo Junta Directiva del 24-05-11.,,,,,,,http://www.gob.mx/cms/uploads/attachment/file/115875/Precio_de_Referencia_Liquidaciones_Finales_Aprobado_JD24mayo_Z1011_Publicacion.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Minuta Grupo IV del 09-11-10.,,,,,,,http://www.gob.mx/cms/uploads/attachment/file/115874/minuta_grupo_iv.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
ACUERDOS,acuerdos,Minuta Junta Directiva del 26-06-08.,,,,,,,http://www.gob.mx/cms/uploads/attachment/file/115876/minuta_junio_26-10.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Octubre 2008,2008,2009,2008,10,octubre,2008-10-01,http://www.gob.mx/cms/uploads/attachment/file/143567/Balance_de_Azucar_0810_Oct_08__1314724549_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Noviembre 2008,2008,2009,2008,11,noviembre,2008-11-01,http://www.gob.mx/cms/uploads/attachment/file/143568/Balance_de_Azucar_0811_Nov_08__1374263163_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Diciembre 2008,2008,2009,2008,12,diciembre,2008-12-01,http://www.gob.mx/cms/uploads/attachment/file/143569/Balance_de_Azucar_0812_Dic_08__1314723529_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Enero 2009,2008,2009,2009,1,enero,2009-01-01,http://www.gob.mx/cms/uploads/attachment/file/143558/Balance_de_Azucar_0901_Ene_09__1314724709_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Febrero 2009,2008,2009,2009,2,febrero,2009-02-01,http://www.gob.mx/cms/uploads/attachment/file/143559/Balance_de_Azucar_0902_Feb_09__1374251501_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Marzo 2009,2008,2009,2009,3,marzo,2009-03-01,http://www.gob.mx/cms/uploads/attachment/file/143560/Balance_de_Azucar_0903_Mar_09__1374263110_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Abril 2009,2008,2009,2009,4,abril,2009-04-01,http://www.gob.mx/cms/uploads/attachment/file/143561/Balance_de_Azucar_0904_Abr_09__1314725023_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Mayo 2009,2008,2009,2009,5,mayo,2009-05-01,http://www.gob.mx/cms/uploads/attachment/file/143562/Balance_de_Azucar_0905_May_09__1314725299_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Junio 2009,2008,2009,2009,6,junio,2009-06-01,http://www.gob.mx/cms/uploads/attachment/file/143563/Balance_de_Azucar_0906_Jun_09__1314725593_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Julio 2009,2008,2009,2009,7,julio,2009-07-01,http://www.gob.mx/cms/uploads/attachment/file/143564/Balance_de_Azucar_0907_Jul_09__1314725678_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Agosto 2009,2008,2009,2009,8,agosto,2009-08-01,http://www.gob.mx/cms/uploads/attachment/file/143565/Balance_de_Azucar_0908_Ago_09__1314725772_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Septiembre 2009,2008,2009,2009,9,septiembre,2009-09-01,http://www.gob.mx/cms/uploads/attachment/file/143566/Balance_de_Azucar_0909_Sept_09__1374263232_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2008-2009
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Octubre 2009,2009,2010,2009,10,octubre,2009-10-01,http://www.gob.mx/cms/uploads/attachment/file/143579/Balance_de_Azucar_0910_Octubre_2009__1314728856_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Noviembre 2009,2009,2010,2009,11,noviembre,2009-11-01,http://www.gob.mx/cms/uploads/attachment/file/143580/Balance_de_Azucar_0911_Noviembre_2009__2___1314729028_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Diciembre 2009,2009,2010,2009,12,diciembre,2009-12-01,http://www.gob.mx/cms/uploads/attachment/file/143581/Balance_de_Azucar_0912_Diciembre_2009__1314729204_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Enero 2010,2009,2010,2010,1,enero,2010-01-01,http://www.gob.mx/cms/uploads/attachment/file/143570/Balance_de_Azucar_1001_Enero_2010__2___1314726238_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Febrero 2010,2009,2010,2010,2,febrero,2010-02-01,http://www.gob.mx/cms/uploads/attachment/file/143571/Balance_de_Azucar_1002_Febrero_2010__1314726374_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Marzo 2010,2009,2010,2010,3,marzo,2010-03-01,http://www.gob.mx/cms/uploads/attachment/file/143572/Balance_de_Azucar_1003_Marzo_2010__1314726448_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Abril 2010,2009,2010,2010,4,abril,2010-04-01,http://www.gob.mx/cms/uploads/attachment/file/143573/Balance_de_Azucar_1004_Abril_2010__1364401407_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Mayo 2010,2009,2010,2010,5,mayo,2010-05-01,http://www.gob.mx/cms/uploads/attachment/file/143574/Balance_de_Azucar_1005_Mayo_2010__1314726618_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Junio 2010,2009,2010,2010,6,junio,2010-06-01,http://www.gob.mx/cms/uploads/attachment/file/143575/Balance_de_Azucar_1006_Junio_2010__1314726708_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Julio 2010,2009,2010,2010,7,julio,2010-07-01,http://www.gob.mx/cms/uploads/attachment/file/143576/Balance_de_Azucar_1007_Julio_2010__1314726781_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Agosto 2010,2009,2010,2010,8,agosto,2010-08-01,http://www.gob.mx/cms/uploads/attachment/file/143577/Balance_de_Azucar_1008_Agosto_2010__1364401525_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Septiembre 2010,2009,2010,2010,9,septiembre,2010-09-01,http://www.gob.mx/cms/uploads/attachment/file/143578/Balance_de_Azucar_1009_Septiembre_2010__1324581439_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2009-2010
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Octubre 2010,2010,2011,2010,10,octubre,2010-10-01,http://www.gob.mx/cms/uploads/attachment/file/143590/Balance_de_Azucar_1010_Octubre_2010__2___1324577642_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Noviembre 2010,2010,2011,2010,11,noviembre,2010-11-01,http://www.gob.mx/cms/uploads/attachment/file/143592/Balance_de_Azucar_1011_Noviembre_2010__1324576063_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Diciembre 2010,2010,2011,2010,12,diciembre,2010-12-01,http://www.gob.mx/cms/uploads/attachment/file/143593/Balance_de_Azucar_1012_Diciembre_2010__1374251639_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Enero 2011,2010,2011,2011,1,enero,2011-01-01,http://www.gob.mx/cms/uploads/attachment/file/143583/Balance_de_Azucar_1101_Enero_2011__2___1324578036_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Febrero 2011,2010,2011,2011,2,febrero,2011-02-01,http://www.gob.mx/cms/uploads/attachment/file/143582/Balance_de_Azucar_1102_Febrero_2011__1324578139_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Marzo 2011,2010,2011,2011,3,marzo,2011-03-01,http://www.gob.mx/cms/uploads/attachment/file/143584/Balance_de_Azucar_1103_Marzo_2011__1324578203_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Abril 2011,2010,2011,2011,4,abril,2011-04-01,http://www.gob.mx/cms/uploads/attachment/file/143585/Balance_de_Azucar_1104_Abril_2011__1324579891_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Mayo 2011,2010,2011,2011,5,mayo,2011-05-01,http://www.gob.mx/cms/uploads/attachment/file/143586/Balance_de_Azucar_1105_Mayo_2011__1324578413_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Junio 2011,2010,2011,2011,6,junio,2011-06-01,http://www.gob.mx/cms/uploads/attachment/file/143587/Balance_de_Azucar_1106_Junio_2011__1324578505_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Julio 2011,2010,2011,2011,7,julio,2011-07-01,http://www.gob.mx/cms/uploads/attachment/file/143588/Balance_de_Azucar_1107_Julio_2011__1324578568_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Agosto 2011,2010,2011,2011,8,agosto,2011-08-01,http://www.gob.mx/cms/uploads/attachment/file/143589/Balance_de_Azucar_1108_Agosto_2011__1324578650_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Septiembre 2011,2010,2011,2011,9,septiembre,2011-09-01,http://www.gob.mx/cms/uploads/attachment/file/143591/Balance_de_Azucar_1109_septiembre_2011__1324578726_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2010-2011
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Octubre 2011,2011,2012,2011,10,octubre,2011-10-01,http://www.gob.mx/cms/uploads/attachment/file/143600/Balance_de_azucar_de_1110_octubre_2011__1364401787_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Noviembre 2011,2011,2012,2011,11,noviembre,2011-11-01,http://www.gob.mx/cms/uploads/attachment/file/143601/Balance_de_azucar_de_1111_noviembre_2011__1364401882_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Diciembre 2011,2011,2012,2011,12,diciembre,2011-12-01,http://www.gob.mx/cms/uploads/attachment/file/143602/Balance_de_azucar_de_1112_diciembre_2011__1357945154_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Enero 2012,2011,2012,2012,1,enero,2012-01-01,http://www.gob.mx/cms/uploads/attachment/file/143603/Balance_de_azucar_de_1201_enero_2012__1357945233_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Febrero 2012,2011,2012,2012,2,febrero,2012-02-01,http://www.gob.mx/cms/uploads/attachment/file/143604/Balance_de_azucar_de_1202_febrero_2012__1357945323_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Marzo 2012,2011,2012,2012,3,marzo,2012-03-01,http://www.gob.mx/cms/uploads/attachment/file/143605/Balance_de_azucar_de_1203_marzo_2012__1357945406_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Abril 2012,2011,2012,2012,4,abril,2012-04-01,http://www.gob.mx/cms/uploads/attachment/file/143595/Balance_de_azucar_de_1204_abril_2012__1357945489_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Mayo 2012,2011,2012,2012,5,mayo,2012-05-01,http://www.gob.mx/cms/uploads/attachment/file/143594/Balance_de_azucar_de_1205_mayo_2012__1357945538_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Junio 2012,2011,2012,2012,6,junio,2012-06-01,http://www.gob.mx/cms/uploads/attachment/file/143596/Balance_de_azucar_de_1206_junio_20121__1357945606_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Julio 2012,2011,2012,2012,7,julio,2012-07-01,http://www.gob.mx/cms/uploads/attachment/file/143597/Balance_de_azucar_de_1207_julio_2012__1357945666_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Agosto 2012,2011,2012,2012,8,agosto,2012-08-01,http://www.gob.mx/cms/uploads/attachment/file/143598/Balance_de_azucar_de_1208_agosto_2012__1357945721_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Septiembre 2012,2011,2012,2012,9,septiembre,2012-09-01,http://www.gob.mx/cms/uploads/attachment/file/143599/Balance_de_azucar_de_1209_septiembre_2012__1363021237_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2011-2012
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Octubre 2012,2012,2013,2012,10,octubre,2012-10-01,http://www.gob.mx/cms/uploads/attachment/file/143614/Balance_Nacional_de_Azucar_1210_Octubre_12__1450212230_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Noviembre 2012,2012,2013,2012,11,noviembre,2012-11-01,http://www.gob.mx/cms/uploads/attachment/file/143615/Balance_Nacional_de_Azucar_1211_Noviembre_2012__1431987143_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Diciembre 2012,2012,2013,2012,12,diciembre,2012-12-01,http://www.gob.mx/cms/uploads/attachment/file/143616/Balance_Nacional_de_Azucar_1212_Diciembre_2012__1431987106_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Enero 2013,2012,2013,2013,1,enero,2013-01-01,http://www.gob.mx/cms/uploads/attachment/file/144251/Balance_Nacional_de_Azucar_1301_Enero_2013__1431987074_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Febrero 2013,2012,2013,2013,2,febrero,2013-02-01,http://www.gob.mx/cms/uploads/attachment/file/143606/Balance_Nacional_de_Azucar_1302_Febrero_2013__1431987049_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Marzo 2013,2012,2013,2013,3,marzo,2013-03-01,http://www.gob.mx/cms/uploads/attachment/file/143607/Balance_Nacional_de_Azucar_1303_Marzo_2013__1431987001_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Abril 2013,2012,2013,2013,4,abril,2013-04-01,http://www.gob.mx/cms/uploads/attachment/file/143608/Balance_Nacional_de_Azucar_1304_Abril_2013__1431988772_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Mayo 2013,2012,2013,2013,5,mayo,2013-05-01,http://www.gob.mx/cms/uploads/attachment/file/143609/Balance_Nacional_de_Azucar_1305_Mayo_2013__1431988737_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Junio 2013,2012,2013,2013,6,junio,2013-06-01,http://www.gob.mx/cms/uploads/attachment/file/143610/Balance_Nacional_de_Azucar_1306_Junio_2013__1431986733_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Julio 2013,2012,2013,2013,7,julio,2013-07-01,http://www.gob.mx/cms/uploads/attachment/file/143611/Balance_Nacional_de_Azucar_1307_Julio_2013__1431986691_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Agosto 2013,2012,2013,2013,8,agosto,2013-08-01,http://www.gob.mx/cms/uploads/attachment/file/143612/Balance_Nacional_de_Azucar_1308_Agosto_2013__1431986618_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Septiembre 2013,2012,2013,2013,9,septiembre,2013-09-01,http://www.gob.mx/cms/uploads/attachment/file/143613/Balance_Nacional_de_Azucar_1309_Septiembre_2013__1431986294_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2012-2013
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Octubre 2013,2013,2014,2013,10,octubre,2013-10-01,http://www.gob.mx/cms/uploads/attachment/file/143622/Balance_Nacional_de_Azucar_1310_Octubre_2013__1431986026_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2013-2014
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Noviembre 2013,2013,2014,2013,11,noviembre,2013-11-01,http://www.gob.mx/cms/uploads/attachment/file/143623/Balance_Nacional_de_Azucar_1311_Noviembre_2013__1431985989_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2013-2014
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Diciembre 2013,2013,2014,2013,12,diciembre,2013-12-01,http://www.gob.mx/cms/uploads/attachment/file/143624/Balance_Nacional_de_Azucar_1312_Diciembre_2013__1431985941_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2013-2014
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Enero 2014,2013,2014,2014,1,enero,2014-01-01,http://www.gob.mx/cms/uploads/attachment/file/143625/Balance_Nacional_de_Azucar_1401_Enero_2014__1431985864_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2013-2014
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance Nacional de Azúcar Febrero 2014,2013,2014,2014,2,febrero,2014-02-01,http://www.gob.mx/cms/uploads/attachment/file/143626/Balance_Nacional_de_Azucar_1402_Febrero_2014__1431985743_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-azucareros-zafra-2013-2014
